text,hotel-general,bathroom-general,hotel-atmosphere,bathroom-atmosphere,hotel-cleanliness,bathroom-cleanliness,hotel-facilities,bathroom-facilities,hotel-location,bed-general,hotel-price,bed-cleanliness,room-general,catering-general,room-atmosphere,catering-price,room-cleanliness,parking,room-facilities,staff
"[DISLIKED] Das Internet war nicht gut, wir baten um ein zusätzliches Kissen, aber es roch nach Herumlaufen und die Unterkunft war so klein, dass man alles um sich herum hören konnte. So hören Sie, dass Ihre Nachbarn um 3 Uhr morgens ankommen und um 6 Uhr morgens das Frühstück fertig ist. Das WLAN fühlte sich sehr instabil an.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] Das Zimmer ist sehr klein für 2 Freunden mit 2 separate Betten nicht geeignet,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"[DISLIKED] El internet era malo, pedí almohadas extra y olían a caminar, el lugar es tan pequeño que puedes escuchar todo lo que pasa a tu alrededor, luego a las 3 am puedes escuchar llegar a tu vecino de habitación y a las 6 am te preparan el desayuno. El WiFi se sentía muy inestable.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] moe hotel dat de prijs die in rekening wordt gebracht niet waard is,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] la ubicación cerca de la boca del metro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] las habitaciones no son para nada cómo aparecen allí no tienen aire acondicionado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[DISLIKED] Un asco de atencion al cliente y servicio de restaurante pesimo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[LIKED] was just near the House underground and Tower Hill so very good about that,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] SALLE DE BAIN BIT DATÉ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] The swimming was only open up to 9 p m prior arival staff informed that is open till 10 p m The view was disgusting not like on the picture We check in at 8 p m and the room wasn t ready yet The towels and other accessories were missing staff said that they will bring some but they never came,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
[LIKED] The hotel was in the right location for being in the centre of London and was not busy which added to the atmosphere of the opulence of the surroundings,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Qué la reserva fue un precio y al pagar cobraron mas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[LIKED] There was no difficulty in parking nearby the airport.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[DISLIKED] Klimaanlage ab 23 Uhr aus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[LIKED] View from room was nice,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Que triste pero decir que lo que más te gustó de un hotel es la recepción lo dice todo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[DISLIKED] La sistemazione varia tra l'imponente casa principale e la dependance. I letti di quest'ultimo non erano più veramente comodi o ideali per la schiena più anziana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] No me gusto nada que después de 5 horas regresé por la chamarra y me dijeran que no estaba COMO PUEDE UNO HOSPEDARSE EN UN HOTEL QUE CALIFICAN DE FABULOSO SI NO TE DAN SEGURIDAD QUE PESIMO CONTROL TIENEN DE SU PERSONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[DISLIKED] auf das Frühstück hatten wir uns so gefreut laut den Fotos nur wir wurden sehr sehr enttäuscht das Besteck ist das billigste gewesen was ich je gesehen habe Alu lässt grüßen beim ersten Morgen gab es abgelaufene Butter da dies ein Sonntag war gab es erst am Dienstag wieder Butter zum Frühstück die anderen Tage gab es keine Butter oder Margarine kein Obst war auf dem Buffet nur Toast und weiße Brötchen kein Körner Brot das Frühstück hat zwar nur 3 gekostet aber ich hätte lieber mehr bezahlt fürs Frühstück als 3 für dieses lieblose Frühstück das Zimmer war kalt und wurde den ganzen Aufenthalt trotz das die Heizung auf 5 stand nicht warm die Dusche war dreckig an den Fliesen oberhalb des Spiegels waren Haare wie die dort hingekommen sind kann ich nur erahnen beim Check in wurde wir von einer jungen Frau empfangen die nur gebrochen deutsch sprach Russisch konnte sie besser nur wir nicht,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
[LIKED] L'emplacement est excellent et la salle de bain est spacieuse et confortable.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Pas insonorisé Manque cruellement de services 2 h d attente pour le room service pas de machine à café même quand en demande pas de bouteille d eau pas digne d un 4 étoiles bref aucun services Remarque faite à la direction mais aucun retour très déçu,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
[DISLIKED] absence de parking_x000D_place de parking très rare dans les rues autour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[DISLIKED] No había enchufe cerca de la cama para cargar el móvil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[DISLIKED] Zeer kleine kamer met zeer luidruchtige airconditioning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"[DISLIKED] Dat de badkamer wordt gescheiden door een heel dun paneel. Je kunt alles horen, weinig privacy in de badkamer.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] la salle du petit dej,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Pas de parking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[DISLIKED] breakfast was poor for a 4 property little vegetarian options space for breakfast was too small - felt like a school canteen room wasn t ready to check in at 4pm check in opened 3pm - we were upgraded to a larger room which was nice but the process of check in took a while and we were in a rush to get into the room to make a reservation room cleaned only once every 3 days noisy rooms - could hear people as they walked through the corridors,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
[DISLIKED] Asciugamani vecchi e ammuffiti Il bagno pulito ha dimenticato i panni di ricambio nel lavandino,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Me decepcioné mucho cuando descubrí que el desayuno costaba 25 CADA UNO. Esto se debe a que mi pareja y yo no hubiéramos comido 25 alimentos juntos y mucho menos cada uno. Creo que el precio debería ser más bajo incluido en la estancia en el hotel. Pero aparte de eso, una buena estancia.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[LIKED] Very clean room friendly staffs e t c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
[DISLIKED] Era sporco e puzzolente.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[LIKED] location_x000D_camere eccellenti, molto buone",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[LIKED] facilità di parcheggio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[DISLIKED] El ruido que se escucha de otras habitaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"[DISLIKED] mijn laken werd op de tweede dag niet verschoond, hoewel het bevlekt was",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"[DISLIKED] Internet non era buono, abbiamo chiesto un cuscino in più ma puzzava di camminare e il posto era così piccolo che potevi sentire tutto quello che succedeva intorno a te. Quindi senti che i tuoi vicini arrivano alle 3 del mattino e la colazione è pronta alle 6 del mattino. Il wifi sembrava molto instabile.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] Me gustó todo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] le bruit du métro perceptible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[LIKED] Centrale en rustige ligging,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Lo cerca de mi lugar de visita y comercios,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Gutes freundliches Personal und hat uns für die schlechten Umstände gut entschädigt Tolle Lage direkt in der Stadt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"[DISLIKED] Mijn lakens werden op de tweede dag niet verschoond, ook al waren ze bevlekt",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] La colazione al ristorante era un po' cara.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[LIKED] Salimos en el transcurso del día y tuvimos que pedir alas 8 de la noche que si hacían el servicio al cuarto de favor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[LIKED] La cercanía del aereopuerto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] le foto non corrispondono alle camere e il prezzo non è giustificato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[DISLIKED] Spa senza accesso alla spa Parcheggio ma parcheggiare altrove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[DISLIKED] Smell of drain in the corridor and lift,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] El aire reconfortante después del calor al no funcionar el termostato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[DISLIKED] The kettle didnt work ask for a nother one three times after nearly 3 hours i got one i was so thirsty Then they had surposed to deliver my breakfast between 8 8 30 i had to phone them they said i wasnt on the list when they did deliver it was a small bowl of cornflakes that was it very disapponting i would of thought at the least i would have got a contnetal breakfast,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"[DISLIKED] Internet no era bueno, pedimos una almohada extra pero olía a caminar y el lugar era tan pequeño que se podía escuchar todo lo que pasaba a tu alrededor. Entonces escuchas que tus vecinos llegan a las 3 a.m. y el desayuno está listo a las 6 a.m. El wifi era muy inestable.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] de 5 noches 3 fueron una pesadilla La noche de mi llegada el 23 2 22 los seguidores del Manchester United de dia y noche armando escándalo el jueves un grupo de jóvenes estuvieron bebiendo fumando y gritando y cantando hasta las 6 30 de la mañana Tuve que quejarme 4 veces en la recepción y no sirvió para nada pues seguían con el gran ruido El sábado la discoteca del hotel en la terraza fue otro escándalo hasta la 1 am Me parece totalmente inaceptable la actitud del hotel incapaces de poner orden para evitar tantos problemas al resto de huéspedes Por ello un Gran ZERO y no pienso regresar a ese hotel,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"[DISLIKED] No sé si es por la zona o por el hotel, los precios de la terraza para cócteles y refrescos me parecieron bastante elevados.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[LIKED] La ubicación y el desayuno,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
[DISLIKED] E' la seconda volta ma è comunque perfetta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] The room was small compact and very basic I Booked executive room with guaranteed city view it overlooked the trains - not quite a city view The room was cold when we arrived and with no door to the shower cubicle it meant it was cold when using the bathroom The water temperature was far from hot and the pressure wasn t good so taking a shower wasn t pleasant The tv didn t work so we had to get the staff up to fix it The hotel itself is really really dark and there wasn t much going on When we have stayed at park plaza before Westminster there was live music and a lot better room facilities,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
[LIKED] Pedí una habitación cerca del elevador por mi mamá no les importo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[LIKED] Disposizione della stanza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[DISLIKED] Het bed is te zacht en de badkamer biedt geen privacy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Por el precio, la limpieza de la habitación, especialmente del baño, no era la adecuada.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] NO CONTESTAN EL TELÉFONO EN LA RECEPCIÓN JAMÁS Llame desde el aeropuerto 14 veces contadas y jamás contestaron por mensaje tampoco y desde la habitación menos Hacia mucho frío en la habitación NO tienen mantas en los armarios y pedirla por teléfono es inviable Creo que por el precio se puede conseguir algo más nuevo y que atiendan por lo menos el teléfono Una sola persona en recepción inaceptable con tanto trabajo que aparentemente tienen El personal del bus súper maleducado ni buenos días y no se ofreció a ayudarme o por lo menos a intentar subir las dos maletas en el bus adicionalmente le pregunté llegando a la T4 señor está la parada donde debo bajarme y NO contesto fatal Jamás me quedaría de nuevo ahí,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
[DISLIKED] insonorisation des chambre côté rue se faire réveiller par les éboueurs le matin nous avons connu mieux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"[DISLIKED] Het uitzicht op de binnenplaats is triest, ik had liever de straat gehad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[LIKED] La vicinanza dell'hotel ai servizi esterni,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Het internet was slecht, ik vroeg om extra kussens en ze roken naar hardlopen, de plaats is zo klein dat je alles hoort wat er om je heen gebeurt, dus je hoort je kamergenoot om 3 uur aankomen en om 6 uur ontbijt maken. De WiFi voelde erg onstabiel.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] Le petit déjeuner était un peu cher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[LIKED] Selezione ragionevole Molto occupato Difficile trovare un tavolo pulito,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] El olor del cuarto era insoportablemente a cigarrillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[LIKED] El baño estaba bien. Tenía una nevera en la habitación junto con un microondas.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Service parfait emplacement top,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[DISLIKED] Isolatie van de badkamer vanaf de straat,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[LIKED] Locatie is fantastisch, gemakkelijk op de buis en naast de rivier",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Bedden kunnen worden verbeterd, anders zeer goed, over het algemeen goed",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[LIKED] Buena atención y amabilidad_x000D_El desayuno estuvo muy bien y todos muy atentos,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[LIKED] Il bagno andava bene. Avevamo un frigorifero in camera insieme a un forno a microonde.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Die Bettwäsche war dreckig und wurde auch am zweiten Tag nicht gewechselt.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[LIKED] De douche was ruim en comfortabel. Maar ik miste een bidet,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] Die Oranjenburger Straße ist unglaublich lebendig und es gibt eine Menge verschiedener Restaurants und unzählige Möglichkeiten einen Drink einzunehmen Viele touristischen Attraktionen sind ihn Gehweite,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Das Internet war schlecht, ich bat um zusätzliche Kissen und sie rochen nach Laufen, die Unterkunft ist so klein, dass man alles hört, was um einen herum passiert, sodass man hört, wie der Mitbewohner um 3 Uhr morgens ankommt und um 6 Uhr morgens das Frühstück zubereitet. Das WLAN fühlte sich sehr instabil an.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] La limpieza no del todo efectiva cuya que encontré ropa interior de los anteriores huéspedes No poder tomar nada en el hotel una cafetería ó bar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
[LIKED] Zimmer sind gut eingerichtet Die Lage des Hotels ist hervorragend direkt am Bahnhof und sehr zentral in Berlin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
[LIKED] I liked the modern look and the staff are very accomodating and I like the bar,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[DISLIKED] El baño es lo que me gustó menos el agua salía más bien fría y prefiero plato de ducha,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] La ubicación,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Kamers zouden iets groter kunnen zijn. Niet aanbevolen voor mensen met loopproblemen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[LIKED] La chambre etait confortable mais un peu pztite_x000D_Leq toilettes dans la salle de bain_x000D_Zt du bruit par rapport à des travaux dans l hôtel,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"[DISLIKED] De internetverbinding was slecht, ik vroeg om extra kussens en ze roken naar wandelen, de accommodatie is zo klein dat je alles om je heen hoort, dus je hoort de huisgenoot om 3 uur binnenkomen en om 6 uur ontbijt maken. WiFi was erg instabiel.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] Het personeel maakte me grof wakker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[DISLIKED] Asciugamani vecchi e ammuffiti Pulito Il bagno ha dimenticato i panni di ricambio nel lavandino,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Mein Laken wurde am zweiten Tag nicht gewechselt, obwohl es fleckig war",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[LIKED] La ubicación mejor imposible para mí tenía que coger el cercanías para el aeropuerto_x000D_Habitación excelente mucha comodidad_x000D_Y el desayuno ya ni te cuento hay de todo y más,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
[LIKED] De kamer en het ontbijt waren zeer goed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[LIKED] das einzige was gut war war der Kaffee zum Frühstück,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
[DISLIKED] Das Frühstück war für ein Hotel für Geschäftsreisende in der Hauptstadt Berlin absolut unzureichend. Lauwarmer Kaffee aus einer Pumpkanne. Dünne Fruchtsäfte und die Kondensmilch suchte man vergeblich. Undefinierbares Rührei. Trockene Fleischbällchen und Würstchen lagen in offenen Schüsseln. Das war der warme Teil des Frühstücksbuffets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[DISLIKED] Che il dispositivo di riscaldamento non funzionava bene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"[DISLIKED] De badkamer vond ik het minst leuk, het water kwam behoorlijk koud uit en ik geef de voorkeur aan de douchebak",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Das Internet war schlecht, ich bat um zusätzliche Kissen und sie stanken nach Laufen, die Unterkunft ist so klein, dass man alles hört, was um einen herum passiert, so dass man um 3 Uhr morgens den Zimmernachbarn kommen hört und um 6 Uhr morgens das Frühstück zubereiten. Das WLAN fühlte sich sehr instabil an.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] La habitacion es como una caja por lo menos me dio esa impresion con una ventana dando a un patio interior no me gusto me senti como si estuvieta encarcelada,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
[DISLIKED] La sécurité des clients n est pas assurée_x000D_Lors du petit déjeuner un voleur s est introduit dans la salle du petit déjeuner sans qu il soit détecté par le personnel et nous avons été victime d un vol,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] En general todo se ve un poco descuidado y viejo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[DISLIKED] Het internet was slecht, ik vroeg om wat extra kussens en ze roken naar wandelen, de plaats is zo klein dat je alles om je heen kunt horen, dus je hoort de kamerburen om 3 uur 's ochtends binnenkomen en om 6 uur' s ochtends maken ze het ontbijt. Wifi voelde erg onstabiel.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[LIKED] I dipendenti sono attenti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[DISLIKED] El trato de las recepcionistas fue muy malo se tardaron mucho en darnos la habitación y no eran amables el cuarto olía a humedad y no estaba limpio Definitivamente no regresaría,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
[DISLIKED] nothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Ein 4 -Hotel in dem Schamhaare in der Badewanne Duschgelränder am Badewannenrand Blutflecken am frisch bezogenen Bettlaken die Bettwäsche zerrissen ist und die Sektgläser Wasserflecken haben ist ein absolutes No-Go Obwohl Das geht in KEINEM Hotel etc Wenigstens wurde die Bettwäsche dann gewechselt,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
[DISLIKED] Het ontbijt was een beetje duur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[DISLIKED] La climatisation qui reste allumée dans la chambre la journée dommage pour les économies et l écologie Le nettoyage des tiroirs de la salle de bains il restait des cheveux à mon arrivée Le bruit des clients dans le couloir Manque d isolation bruit entre les chambres,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
[LIKED] Lo stesso hotel dispone di un parcheggio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[DISLIKED] El aparcamiento es demasiado caro en comparación con otros hoteles cercanos.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[LIKED] Personeel was vriendelijk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[DISLIKED] No bed made up for our daughter or any blankets for us to make it up No coffee for the machine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[LIKED] ubicación limpieza y habitaciones,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
[DISLIKED] Realmente lo más lamentable es que en ningún hotel con esta calidad cobran estacionamiento y lamentablemente en este esa es la única queja y disgusto por qué no lo anuncian.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[LIKED] Nette Idee mit den Büchern und schöner Garten,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[LIKED] facilidad para aparcar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[DISLIKED] Chambre pas nettoyée à fond La moquette de la chambre et le sol de la salle de bain n'ont jamais été aspirés ni nettoyés à fond avant ou pendant le séjour. Les étagères en verre de la salle de bain étaient également constamment poussiéreuses,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Ich fand nichts schlechtes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] -die Parkplätze sind nur ca 15 Stück für das gesamte Hotel Autos wurden in der Mini Tiefgarage teilweise zugeparkt -die Sauberkeit im Bad von dem Zimmer lässt zu wünschen übrig Bsp der conditioner war fast leer ich habe die pump Packung aus der Halterung genommen um ihn aufzuschrauben dahinter war ein altes Pflaster desweiteren war der Boden der Dusche gelb verfärbt und die Fliesen allgemein im Bad hatten Flecken in der Nähe des Waschbeckens hing Make up an der wand und auf der Abdeckung der Klobrille sowie auf den Fliesen neben der Toilette waren ebenfalls nicht definierbare Flecken -ich zahlte mit Pay Pal beim einchecken wurde meine Kreditkarte mit 50 belastet auf meine Nachfrage warum wurde mir gesagt für die Bar oder falls ich was kaputt mache oder stehlen sollte -das Frühstück hat eine geringe Auswahl sehr wenig Frühstücksplätze Die Auswahl ist dem Preis nicht angemessen,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
"[DISLIKED] Internet era muy malo, pedí almohadas extra y olían a caminar, el lugar es tan pequeño que escuchas todo lo que pasa a tu alrededor, entonces a las 3 de la mañana escuchas venir al vecino de la habitación y a las 6 de la mañana te preparan el desayuno. El WiFi parecía muy inestable.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[DISLIKED] un peu brouillant,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] otros ervicios por ejemplo restaurante los domingos pues no hay,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Toallas viejas y mohosas Limpieza Olvidé un paño de limpieza extra en el lavabo del baño.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Es gibt keinen USB Anschluss im Zimmer Es gab keine Infos auf dem Zimmer wie es mit dem Wlan funktioniert oder was das Frühstück kosten würde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
[DISLIKED] El servicio de internet es pésimo _x000D_Y lo he comprobado en varias ocasiones en las que he estado hospedado,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] incómoda reforma en la que es imposible sentarse en la taza del water muy caro para el servicio recibido la piscina es más bien una bañera las fotos engañan,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
[LIKED] facilité de stationnement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[DISLIKED] Camera non pulita a fondo La moquette in camera e il pavimento del bagno non sono mai stati aspirati o puliti a fondo prima o durante il soggiorno. Anche i ripiani in vetro nel bagno erano costantemente polverosi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Le lit est trop mou et il n'y a aucune intimité dans la salle de bain.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] pillows were terrible and bed uncomfortable Curtains were really poor and let all the light in on the morning Premier Inn hub a much better alt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"[LIKED] Ho amato l'originalità dell'arredamento delle camere, il silenzio e la comodità del letto.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Siamo rimasti delusi dal fatto che la camera non veniva pulita ogni giorno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[LIKED] Faciliteiten en comfort,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[DISLIKED] Een minpuntje voor de ontbijtzaal die te klein en somber is. Gelukkig kan bij mooi weer het ontbijt op een mooie kleine binnenplaats worden genuttigd.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
